City, Region, Country, AirQuality, WaterPollution,Lat,Lon
Ensenada, Baja California, Mexico,79.41176471,50.0,31.8658887,-116.602983
Cartagena, Bolivar Department, Colombia,60.0,65.0,10.4266746,-75.5443419
Karamay, Xinjiang, People's Republic of China,12.5,50.0,45.5778068,84.8867252
Citrus Heights, California, United States of America,100.0,50.0,38.7071247,-121.2810611
Mielec, Podkarpackie Voivodeship, Poland,50.0,50.0,50.2895423,21.4228413
Wilmington, North Carolina, United States of America,100.0,50.0,39.7459468,-75.546589
Landeck, Tyrol, Austria,87.5,50.0,47.1424135,10.5704571
Weymouth, England, United Kingdom,100.0,0.0,50.6096257,-2.4543424
Laizhou, Shandong, People's Republic of China,0.0,50.0,37.1773133,119.9370943
Hua Hin, Prachuap Khiri Khan, Thailand,39.28571429,76.78571429,12.567301,99.9547134
Singleton, New South Wales, Australia,87.5,50.0,-32.5664044,151.1733972
Tupelo, Mississippi, United States of America,85.71428571,25.0,34.2576067,-88.7033859
Perry, Georgia, United States of America,87.5,50.0,38.0772859,-89.3760499
Davis, California, United States of America,75.0,25.0,40.7474784,-92.3965311
Negombo, Western Province, Sri Lanka,30.55555556,69.44444444,7.2094282,79.833117
College Park, Maryland, United States of America,100.0,0.0,38.980666,-76.9369189
Bend, Oregon, United States of America,100.0,0.0,44.0581728,-121.3153096
Worthing, England, United Kingdom,75.0,31.25,50.8115402,-0.3699697
Prince Albert, Saskatchewan, Canada,75.0,37.5,53.201097,-105.748901
Srikakulam, Andhra Pradesh, India,75.0,37.5,18.32002205,83.91607719937166
Chapel Hill, North Carolina, United States of America,83.33333333,41.66666667,35.9131542,-79.05578
Wejherowo, Pomeranian Voivodeship, Poland,87.5,50.0,54.6026348,18.247934
Ha'il, ???il Province, Saudi Arabia,41.66666667,41.66666667,26.9920987,41.4892578
Pueblo, Colorado, United States of America,95.0,50.0,38.2544472,-104.609141
Arlon, Wallonia, Belgium,100.0,50.0,49.6834601,5.8167711
Clinton, Iowa, United States of America,87.5,50.0,38.5896187,-89.420064
Gravesend, England, United Kingdom,0.0,100.0,51.4424747,0.3694468
Renton, Washington, United States of America,62.5,16.66666667,47.4799078,-122.2034496
San Francisco de Macoris, Duarte Province, Dominican Republic,75.0,25.0,19.2972812,-70.2533206
Mawlamyine, Mon State, Myanmar,0.0,50.0,16.4908026,97.6284825
Saraburi, Saraburi, Thailand,14.28571429,100.0,14.5249471,100.9160757
Fort Smith, Northwest Territories, Canada,100.0,50.0,35.3880338,-94.4265011
Sao Leopoldo, Rio Grande do Sul, Brazil,75.0,100.0,-29.7544405,-51.1516497
Campos dos Goytacazes, Rio de Janeiro, Brazil,65.0,50.0,-21.7546,-41.3242
Trebinje, Republika Srpska, Bosnia and Herzegovina,100.0,37.5,42.7098295,18.3457261
Matamata, Waikato Region, New Zealand,100.0,50.0,-37.8095635,175.7732759
Machakos, , Kenya,75.0,33.33333333,-1.27900465,37.39526976452546
Highland, California, United States of America,50.0,100.0,57.5066357,-5.0038367
Bowling Green, Kentucky, United States of America,91.66666667,100.0,36.9903199,-86.4436018
Bremerton, Washington, United States of America,100.0,25.0,47.5653663,-122.6246836
College Station, Texas, United States of America,77.5,35.0,30.6183939,-96.3455991
Albany, Western Australia, Australia,84.375,31.25,42.6511674,-73.754968
Mackay, Queensland, Australia,90.0,75.0,-21.141956,149.1865149
Tamworth, England, United Kingdom,75.0,0.0,-31.0900743,150.9290159
Bathurst, New South Wales, Australia,91.66666667,37.5,-33.4166378,149.5804943
Gladstone, Queensland, Australia,75.0,56.25,-23.8431724,151.256132
Devonport, Tasmania, Australia,95.83333333,0.0,-41.1797561,146.3613011
Warrnambool, Victoria, Australia,100.0,25.0,-38.3826241,142.4814191
Whyalla, South Australia, Australia,71.42857143,16.66666667,-33.0382085,137.5843572
Dubbo, New South Wales, Australia,83.33333333,35.0,-32.2478964,148.6026502
Puli, Taiwan Province, Taiwan,25.0,50.0,23.9666667,120.9691462
Shepparton, Victoria, Australia,75.0,50.0,-36.381072,145.3993172
Bathinda, , India,30.68181818,68.75,30.206791,74.9463699
Paracin, Pomoravlje District, Serbia,75.0,25.0,43.8636301,21.4099615
Arundel, England, United Kingdom,75.0,0.0,50.85453835,-0.5648162995576137
Nurabad, Fars Province, Iran,25.0,50.0,34.0726246,47.9728357
Nowshahr, Mazandaran Province, Iran,100.0,50.0,36.6508069,51.5034126
Najafabad, Isfahan Province, Iran,0.0,50.0,33.3322314,48.5924864
Jaroslaw, Podkarpackie Voivodeship, Poland,25.0,50.0,57.6263877,39.8933705
Huaral, Lima region, Peru,50.0,25.0,-11.25,-76.916667
San Ignacio, Cayo District, Belize,100.0,75.0,14.7288137,-87.0474587418665
Ashburton, Canterbury Region, New Zealand,80.0,50.0,50.526735200000005,-3.755984991182407
Ashford, England, United Kingdom,50.0,0.0,51.148555,0.8722566
Ashland, Ohio, United States of America,83.33333333,8.333333333,40.7887367,-82.2360391
Sokolov, , Czech Republic,100.0,50.0,50.1815641,12.640035
Chatham, England, United Kingdom,80.0,37.5,35.7151316,-79.2533035
Eastleigh, England, United Kingdom,0.0,25.0,50.9202337,-1.2992656195130934
Lagos, , Portugal,75.0,75.0,6.4550575,3.3941795
Viamao, Rio Grande do Sul, Brazil,100.0,50.0,-30.0819338,-51.0261927
Greensburg, Pennsylvania, United States of America,87.5,50.0,40.3014581,-79.5389289
Cabo Frio, Rio de Janeiro, Brazil,87.5,62.5,-22.8804369,-42.0189227
Kedainiai, , Lithuania,60.0,0.0,55.2887322,23.9758359
Ylivieska, , Finland,100.0,0.0,64.0728903,24.5327326
St. Cloud, Minnesota, United States of America,100.0,0.0,45.5616075,-94.1642004
Sur, Ash Sharqiyah South Governorate, Oman,75.0,25.0,1.91691485,-76.24486873400363
Marilia, Sao Paulo, Brazil,83.33333333,0.0,-22.2172002,-49.9500061
Reynosa, Tamaulipas State, Mexico,62.5,58.33333333,26.0907673,-98.2788191
Matamoros, Tamaulipas State, Mexico,75.0,56.25,25.8810158,-97.5064866
Sittwe, , Myanmar,0.0,25.0,20.15,92.9
Velky Meder, Trnava Region, Slovakia,75.0,50.0,47.8557806,17.7693671
Stratford, Ontario, Canada,50.0,41.66666667,52.1927803,-1.70634
Santa Maria, Rio Grande do Sul, Brazil,62.5,87.5,-29.6860512,-53.8069214
Linden, Upper Demerara-Berbice, Guyana,37.5,62.5,50.6019526,7.8504832
Butte, North Dakota, United States of America,75.0,56.25,39.6519275,-121.5858444
Mae Hong Son, Mae Hong Son, Thailand,50.0,50.0,19.3927456,98.2031112
Ballsh, Fier County, Albania,0.0,62.5,40.5993375,19.7360208
Jonava, , Lithuania,50.0,100.0,55.0737086,24.2756961
Farmington, Connecticut, United States of America,75.0,50.0,44.6402434,-93.1435497
Scarborough, England, United Kingdom,100.0,25.0,54.2820009,-0.4011868
Whangarei, Northland Region, New Zealand,80.76923077,53.57142857,-35.7275268,174.3194202
Saldus, , Latvia,100.0,0.0,56.6659281,22.4936222
New Rochelle, New York, United States of America,50.0,25.0,40.9115386,-73.7826363
Puerto Penasco, Sonora, Mexico,68.75,37.5,31.3170867,-113.531819
Pleasanton, California, United States of America,100.0,0.0,37.6624312,-121.8746789
Barisal, Barisal Division, Bangladesh,20.0,50.0,22.4934035,90.3548015
Battambang, Battambang Province, Cambodia,66.66666667,50.0,12.9256791,103.23171364274523
Corvallis, Oregon, United States of America,75.0,50.0,44.5645659,-123.2620435
Naousa, , Greece,100.0,0.0,40.630574,22.0696057
Chios, North Aegean Region, Greece,87.5,87.5,38.37581315,26.064655246170453
Villavicencio, Meta, Colombia,100.0,25.0,4.11145945,-73.4967836258948
San Juan, Metro Manila, Philippines,25.0,75.0,18.465299,-66.116666
Maynooth, Leinster, Ireland,50.0,58.33333333,53.3830239,-6.5922806
Senica, Trnava Region, Slovakia,62.5,50.0,48.6787557,17.3661529
Savannakhet, Savannakhet Province, Laos,75.0,100.0,16.500195849999997,105.71559464914924
Vila Real de Santo Antonio, , Portugal,75.0,50.0,37.1946052,-7.4155628
Stalowa Wola, Podkarpackie Voivodeship, Poland,25.0,25.0,50.5665754,22.043721171888823
Lake Forest, California, United States of America,87.5,0.0,42.2586461,-87.8407055
Gaithersburg, Maryland, United States of America,91.66666667,12.5,39.1399187,-77.1929215
Gulbene, Gulbene Municipality, Latvia,100.0,0.0,57.1759721,26.7514713
Easton, Maryland, United States of America,100.0,50.0,40.6916081,-75.2099866
Hyattsville, Maryland, United States of America,50.0,75.0,38.9529442,-76.9408647
Fairfield, Connecticut, United States of America,79.16666667,62.5,39.7886111,-82.6418883
Partizanske, Trencin Region, Slovakia,50.0,50.0,48.6265223,18.371762
Trumbull, Connecticut, United States of America,91.66666667,25.0,41.2428742,-73.2006687
Laurel, Maryland, United States of America,87.5,50.0,37.1000973,-84.1148273
Athens, Ohio, United States of America,100.0,0.0,33.9597677,-83.376398
Hagerstown, Maryland, United States of America,87.5,50.0,39.6430455,-77.7191081
Salisbury, Maryland, United States of America,100.0,0.0,51.0690613,-1.7954134
Georgetown, Delaware, United States of America,100.0,50.0,6.8137426,-58.1624465
Budaors, Pest County, Hungary,75.0,0.0,47.4600185,18.9541818
Svitavy, , Czech Republic,62.5,50.0,49.7562053,16.4688995
Askim, Viken, Norway,100.0,50.0,59.5832224,11.1641908
Milton, Delaware, United States of America,50.0,100.0,30.6324149,-87.0396881
Richmond, Kentucky, United States of America,80.26315789,47.36842105,37.5385087,-77.43428
Bharuch, Gujarat, India,30.55555556,67.85714286,21.7080427,72.9956936
Bhagalpur, Bihar, India,53.75,50.0,25.2494829,86.9828131
Springs, Gauteng, South Africa,0.0,50.0,41.0162112,-72.1592444
Lages, Santa Catarina, Brazil,62.5,75.0,-27.8165664,-50.325883
Saveh, Markazi Province, Iran,25.0,75.0,35.0206133,50.3584834
Hachimantai, Iwate Prefecture, Japan,100.0,0.0,39.9564706,141.0709451
Rujiena, Rujiena Municipality, Latvia,100.0,0.0,57.8973517,25.3261273
Milovice, , Czech Republic,90.0,0.0,50.2259601,14.8886322
Keene, New Hampshire, United States of America,100.0,50.0,42.933597,-72.2784264
Nonthaburi, Nonthaburi, Thailand,33.33333333,50.0,13.8610918,100.3456772
Boumerdes, Boumerdes Province, Algeria,33.33333333,58.33333333,36.7358032,3.616304570058525
Johnson City, Tennessee, United States of America,90.0,20.0,36.3134398,-82.3534728
Milagro, Guayas Province, Ecuador,0.0,50.0,42.2418183,-1.7628016
Spartanburg, South Carolina, United States of America,100.0,25.0,34.9498007,-81.9320157
La Chorrera, Panama Province, Panama,25.0,75.0,8.98018465,-79.87408971509626
Kurunegala, North Western Province, Sri Lanka,50.0,100.0,7.4870464,80.364908
Peterborough, Ontario, Canada,85.0,20.83333333,52.5725769,-0.2427336
Klaipeda, , Lithuania,75.0,33.33333333,55.7127529,21.1350469
Wallasey, England, United Kingdom,100.0,25.0,53.4241208,-3.0394101
Victoria, Texas, United States of America,100.0,25.0,-36.5986096,144.6780052
Songea, Ruvuma Region, Tanzania,62.5,75.0,-10.6787282,35.6483576
Songkhla, Songkhla, Thailand,42.85714286,50.0,6.8790221,100.5498542
Bhiwani, Haryana, India,25.0,12.5,28.7931703,76.1391283
Prijepolje, Zlatibor District, Serbia,0.0,50.0,43.389209,19.6493525
Bafoussam, West Region, Cameroon,0.0,50.0,5.4758844,10.4217852
Boquete, Chiriqui Province, Panama,90.0,43.75,8.74074955,-82.38538320011986
Banning, California, United States of America,80.0,50.0,33.9255685,-116.875289
Laitila, , Finland,100.0,50.0,60.8801155,21.6926352
Barnstable, Massachusetts, United States of America,100.0,75.0,41.6718684,-70.3499234
Bartlesville, Oklahoma, United States of America,75.0,75.0,36.7421089,-95.9528877
Baruun-Urt, Sukhbaatar Province, Mongolia,37.5,50.0,46.6807672,113.2845525
Basingstoke, England, United Kingdom,100.0,0.0,51.262826,-1.0861976
Bathurst, New Brunswick, Canada,95.0,50.0,-33.4166378,149.5804943
Baytown, Texas, United States of America,100.0,50.0,29.7355047,-94.9774274
Beaufort, North Carolina, United States of America,50.0,75.0,50.2144406,3.9615305
Beaverlodge, Alberta, Canada,100.0,50.0,55.2106188,-119.4286716
Beckley, West Virginia, United States of America,100.0,50.0,37.7781702,-81.1881557
Bochnia, Lesser Poland Voivodeship, Poland,60.0,0.0,49.97468425,20.425329198706468
Belmont, California, United States of America,100.0,25.0,48.4086571,7.2386756
Udon Thani, Udon Thani, Thailand,40.0,50.0,17.5211917,102.6680012
Irapuato, , Mexico,17.5,65.0,20.6758761,-101.3521052
Beni Mellal, Beni Mellal-Khenifra, Morocco,75.0,100.0,32.334193,-6.353335
Kuantan, Pahang, Malaysia,62.5,75.0,3.7985637,103.32199
Benoni, Gauteng, South Africa,50.0,62.5,-26.1930356,28.3082376
Bentonville, Arkansas, United States of America,91.66666667,0.0,36.3728538,-94.2088172
York, Pennsylvania, United States of America,64.28571429,75.0,53.96565785,-1.0743052444639218
Chesterfield, England, United Kingdom,87.5,16.66666667,37.3859982,-77.578509
Delray Beach, Florida, United States of America,100.0,0.0,26.4614625,-80.0728201
Newport, Oregon, United States of America,100.0,75.0,41.4899827,-71.3137707
Nador, Oriental, Morocco,54.16666667,45.83333333,35.1739922,-2.9281198
Krosno, Podkarpackie Voivodeship, Poland,62.5,50.0,49.6938045,21.7651458
Halifax, England, United Kingdom,81.25,50.0,44.648618,-63.5859487
Beroun, , Czech Republic,62.5,50.0,49.9640292,14.0733907
Quilmes, Buenos Aires Province, Argentina,25.0,25.0,-34.7303025,-58.268868
Hnusta, Banska Bystrica Region, Slovakia,62.5,50.0,48.5787043,19.9531888
Grass Valley, California, United States of America,62.5,62.5,39.2190607,-121.06292
Mount Vernon, New York, United States of America,100.0,50.0,38.3172715,-88.9031201
Naujoji Akmene, , Lithuania,62.5,50.0,56.3253508,22.8797889
Tirupur, Tamil Nadu, India,42.64705882,50.0,11.1671878,77.3472673
Medford, Oregon, United States of America,85.71428571,25.0,42.4184296,-71.1061639
Ukiah, California, United States of America,100.0,50.0,39.1501662,-123.2077861
Dublin, California, United States of America,100.0,0.0,53.3493795,-6.2605593
Sannicolau Mare, Timi? County, Romania,75.0,50.0,46.0711247,20.624115
Ojai, California, United States of America,87.5,50.0,34.4480495,-119.242889
Korla, Xinjiang, People's Republic of China,0.0,50.0,41.7238743,86.173541
Malacky, Bratislava Region, Slovakia,87.5,50.0,48.4362992,17.0200447
Wheeling, West Virginia, United States of America,70.0,75.0,42.138889,-87.9310944
Temecula, California, United States of America,71.42857143,27.77777778,33.4946353,-117.1473661
Murrieta, California, United States of America,100.0,25.0,33.560832,-117.210656
Indio, California, United States of America,50.0,25.0,33.7192808,-116.2188054
Myrtle Beach, South Carolina, United States of America,87.5,50.0,33.6956461,-78.8900409
Yamanashi, Yamanashi Prefecture, Japan,100.0,0.0,35.6399328,138.6380495
Redondo Beach, California, United States of America,100.0,37.5,33.8455911,-118.3886766
Surat Thani, Surat Thani, Thailand,37.5,50.0,9.4674663,98.830042
Limeira, Sao Paulo, Brazil,12.5,75.0,-22.5615068,-47.401766
Gizycko, Warmian-Masurian Voivodeship, Poland,100.0,50.0,54.040092,21.7713092
Mustvee, Jogeva County, Estonia,100.0,50.0,58.8479072,26.93008280945194
Petrolina, Pernambuco, Brazil,87.5,75.0,-9.3817334,-40.4968875
Itajai, Santa Catarina, Brazil,100.0,0.0,-26.9046787,-48.6552979
Kent, Washington, United States of America,100.0,0.0,51.20707485,0.7210361813401444
Texarkana, Texas, United States of America,64.28571429,75.0,33.44667445,-94.07714830522016
Kennewick, Washington, United States of America,95.0,20.0,46.2087066,-119.119919
Phuket, Phuket, Thailand,70.68965517,70.23809524,7.9366015,98.3529292
Crawley, England, United Kingdom,50.0,0.0,51.1103444,-0.1801094
Taunton, England, United Kingdom,50.0,50.0,51.0147895,-3.1029086
Weston-super-Mare, England, United Kingdom,68.75,0.0,51.3471927,-2.9778916
Ramat HaSharon, Tel Aviv District, Israel,25.0,75.0,32.1431276,34.8380853
Camarillo, California, United States of America,100.0,0.0,34.2176371,-119.0383541
Kearney, Nebraska, United States of America,100.0,75.0,40.4906216,-98.9472344
Klamath Falls, Oregon, United States of America,83.33333333,62.5,42.224867,-121.78167
Roseburg, Oregon, United States of America,75.0,40.0,43.216505,-123.3417381
Kuala Terengganu, Terengganu, Malaysia,35.71428571,70.0,5.3296461,103.1383265
Danville, California, United States of America,100.0,75.0,40.125222,-87.6304614
Jelsava, Banska Bystrica Region, Slovakia,50.0,50.0,48.627958,20.2402981
Spanish Town, Middlesex County, Jamaica,50.0,100.0,17.9956926,-76.9540831
North Charleston, South Carolina, United States of America,100.0,50.0,32.8546197,-79.9748103
Nagercoil, Tamil Nadu, India,37.5,55.0,8.1880471,77.4290492
Seremban, Negeri Sembilan, Malaysia,25.0,91.66666667,2.718407,101.94106957295432
Joniskis, , Lithuania,87.5,50.0,56.2412052,23.6151344
Livingston, Scotland, United Kingdom,66.66666667,25.0,40.8682487,-88.5631125
Jaslo, Podkarpackie Voivodeship, Poland,62.5,50.0,49.7470465,21.4743139
Szczecinek, West Pomeranian Voivodeship, Poland,75.0,50.0,53.70234205,16.70713424642978
Covilha, Castelo Branco, Portugal,95.83333333,0.0,40.2805658,-7.5043211
Koprivnice, , Czech Republic,75.0,50.0,49.598913,18.1452134
Mostaganem, Mostaganem Province, Algeria,75.0,75.0,36.0026915,0.3686866818796205
Jaragua do Sul, Santa Catarina, Brazil,87.5,37.5,-26.4897432,-49.0778063
Mora, Dalarna County, Sweden,75.0,0.0,39.683248,-3.7729231
Oroville, California, United States of America,100.0,0.0,39.5137752,-121.556359
Madera, California, United States of America,75.0,50.0,32.751750099999995,-16.98174865726062
Glendora, California, United States of America,50.0,25.0,34.1361187,-117.865339
Praia Grande, Sao Paulo, Brazil,75.0,100.0,-24.008979,-46.4144939
Nyala, South Darfur, Sudan,100.0,0.0,12.2809691,24.7741672
Onitsha, Anambra State, Nigeria,0.0,75.0,6.1461619,6.8019088
Wad Madani, Gezira, Sudan,100.0,25.0,14.3965781,33.5309561
Panama City, Florida, United States of America,50.0,37.5,30.1586518,-85.6602936
Longview, Texas, United States of America,85.0,75.0,32.5007031,-94.74049
Cary, North Carolina, United States of America,50.0,62.5,35.7882893,-78.7812081
Hamilton, Ohio, United States of America,87.5,50.0,43.2560802,-79.8728583
Marietta, Georgia, United States of America,80.55555556,10.0,33.9528472,-84.5496148
Stillwater, Oklahoma, United States of America,93.75,50.0,36.1156306,-97.0585717
Harlow, England, United Kingdom,50.0,0.0,51.7676194,0.0974893
Kalispell, Montana, United States of America,89.28571429,0.0,48.202158,-114.315321
Livonia, Michigan, United States of America,100.0,25.0,42.36837,-83.3527097
Montclair, California, United States of America,75.0,0.0,40.8164458,-74.2210643
Soroca, Soroca District, Moldova,75.0,75.0,48.1571286,28.2996052
Nanded, Maharashtra, India,38.23529412,53.57142857,19.09400875,77.48319215130235
Sargodha, Punjab, Pakistan,68.75,37.5,32.08535155,72.67917434961666
Klang, Selangor, Malaysia,30.0,75.0,49.3198,6.3722
Chiang Rai, Chiang Rai, Thailand,22.36842105,62.5,19.7589517,99.6734592
Manhattan, Kansas, United States of America,100.0,0.0,40.7896239,-73.9598939
Dartford, England, United Kingdom,50.0,75.0,51.4443059,0.21807
Tlokweng, South-East District, Botswana,62.5,75.0,-24.667377,25.971981
Bilaspur, Chhattisgarh, India,31.57894737,75.0,28.8680526,79.29838501460121
Chandrapur, Maharashtra, India,11.11111111,68.33333333,20.0967555,79.50454752230621
Paro, Paro District, Bhutan,75.0,50.0,27.4646365,89.3183409
Eslamshahr, Tehran Province, Iran,0.0,50.0,35.5478513,51.2318676
Yucca Valley, California, United States of America,87.5,50.0,34.1236205,-116.4139839
Summerside, Prince Edward Island, Canada,100.0,0.0,46.394306,-63.789368
Slonim, Grodno Region, Belarus,62.5,12.5,53.0927071,25.3193209
Bindura, Mashonaland Central Province, Zimbabwe,50.0,75.0,-17.2989727,31.3299701
Lake Charles, Louisiana, United States of America,66.66666667,60.0,30.2305095,-93.2169807
Yarmouth, Nova Scotia, Canada,100.0,25.0,52.6071742,1.7314845
Huntsville, Texas, United States of America,100.0,50.0,34.729847,-86.5859011
Petaling Jaya, Selangor, Malaysia,39.81481481,57.95454545,3.0991752,101.6450232
Moss Point, Mississippi, United States of America,91.66666667,50.0,30.4115881,-88.5344601
Verona, Mississippi, United States of America,100.0,50.0,45.4384958,10.9924122
Olive Branch, Mississippi, United States of America,100.0,0.0,34.9617605,-89.8295315
Freeport, , The Bahamas,75.0,0.0,42.2966861,-89.6212271
Phitsanulok, Phitsanulok, Thailand,75.0,0.0,16.9779975,100.3848239
Minas, Lavalleja Department, Uruguay,100.0,25.0,-34.3773987,-55.2382144
Sukkur, Sindh, Pakistan,50.0,50.0,27.6961883,68.8588754
Harlingen, Texas, United States of America,100.0,0.0,26.1907543,-97.6960599
Valparaiso, Indiana, United States of America,100.0,50.0,-32.5976089,-70.8529753
Jackson, Wyoming, United States of America,100.0,50.0,32.2998686,-90.1830408
Dumaguete, , Philippines,20.83333333,62.5,9.3054777,123.3080446
Pagadian, , Philippines,75.0,75.0,7.8249717,123.4365816
Dagupan, Ilocos Region, Philippines,21.875,75.0,16.043021,120.3337627
New Westminster, British Columbia, Canada,87.5,18.33333333,49.2067726,-122.9108818
Loveland, Colorado, United States of America,72.5,35.0,40.385549,-105.04436132094956
Khon Kaen, Khon Kaen, Thailand,42.85714286,62.5,16.6022387,102.6352933
Kampot, Kampot Province, Cambodia,62.5,50.0,10.6314754,104.132637
Subang Jaya, Selangor, Malaysia,42.5,70.45454545,3.051487,101.5823339
Punta Gorda, Toledo District, Belize,100.0,75.0,26.9297836,-82.0453664
Blenheim, Marlborough District, New Zealand,91.66666667,0.0,-41.5118691,173.9545856
Bloomfield Hills, Michigan, United States of America,0.0,100.0,42.583645,-83.2454883
Boksburg, Gauteng, South Africa,50.0,50.0,-26.2124639,28.2617471
Bolungarvik, , Iceland,100.0,0.0,66.1575503,-23.2507273
Boone, North Carolina, United States of America,75.0,50.0,42.321246,-88.8235511
Bowling Green, Ohio, United States of America,100.0,16.66666667,36.9903199,-86.4436018
Boynton Beach, Florida, United States of America,100.0,50.0,26.5256179,-80.0666026
Brahmanbaria, Chattogram Division, Bangladesh,25.0,50.0,23.96059985,91.11908934668182
Brainerd, Minnesota, United States of America,100.0,50.0,46.3580221,-94.2008288
Branson, Missouri, United States of America,100.0,0.0,36.6440772,-93.2169256
Iernut, Mure? County, Romania,87.5,75.0,46.4501899,24.2306699
Ostroda, Warmian-Masurian Voivodeship, Poland,62.5,50.0,53.7028533,19.9623028
Brattleboro, Vermont, United States of America,100.0,50.0,42.8507588,-72.5572913
Breckenridge, Colorado, United States of America,100.0,25.0,32.7558392,-98.9032554
Vanderhoof, British Columbia, Canada,100.0,50.0,54.0175289,-124.0076627
Wyszkow, Masovian Voivodeship, Poland,100.0,50.0,52.5928035,21.4584581
North Bay, Ontario, Canada,93.75,25.0,46.3092115,-79.4607617
Kokomo, Indiana, United States of America,90.0,25.0,40.4864444,-86.1336351
Sandpoint, Idaho, United States of America,100.0,0.0,48.2765903,-116.553247
Scunthorpe, England, United Kingdom,75.0,25.0,53.5922488,-0.6450841
Resende, Rio de Janeiro, Brazil,62.5,50.0,-22.4683626,-44.4463494
Wisconsin Dells, Wisconsin, United States of America,100.0,50.0,43.6256168,-89.7715646
Albert Lea, Minnesota, United States of America,100.0,25.0,43.6480127,-93.3682656
Corcoran, California, United States of America,50.0,50.0,36.0981045,-119.5603728
Bridgeton, New Jersey, United States of America,100.0,50.0,38.7566055,-90.42352
Bridport, England, United Kingdom,100.0,0.0,50.733785,-2.7589005
San Nicolas de los Garza, Nuevo Leon, Mexico,41.66666667,16.66666667,25.7558021,-100.289648
Rumelange, , Luxembourg,62.5,50.0,49.461113,6.0307171
Modrice, , Czech Republic,12.5,50.0,49.1288791,16.6137074
La Ceiba, Atlantida Department, Honduras,62.5,75.0,15.7833743,-86.7917749
Torres Vedras, Lisbon, Portugal,87.5,75.0,39.0930856,-9.260741
Vila Franca de Xira, Lisbon, Portugal,87.5,12.5,38.91206415,-8.988923439153135
Tustin, California, United States of America,75.0,37.5,33.7458511,-117.826166
Kildare, Leinster, Ireland,100.0,100.0,53.15436455,-6.8184175660976445
Ocala, Florida, United States of America,77.5,32.5,29.1871986,-82.1400923
Gillette, Wyoming, United States of America,100.0,50.0,44.290635,-105.501876
Gedera, Central District, Israel,12.5,50.0,31.8117747,34.7803882
Langley, British Columbia, Canada,75.0,62.5,48.3604648,6.3258262
New Amsterdam, East Berbice-Corentyne, Guyana,100.0,50.0,40.7127281,-74.0060152
San Angelo, Texas, United States of America,100.0,37.5,31.4649685,-100.4405094
Colombo, Parana, Brazil,33.33333333,50.0,6.9388614,79.8542005
Oeiras, Lisbon, Portugal,81.25,18.75,38.7124971,-9.271300382407272
Pinehurst, Georgia, United States of America,100.0,0.0,30.1071543,-93.7746117
Serra, Espirito Santo, Brazil,25.0,75.0,39.6851966,-0.4281287
Tarapoto, San Martin, Peru,75.0,75.0,-6.4877198,-76.3598708
Gujrat, Punjab, Pakistan,50.0,87.5,32.5686782,74.071481
Imperial, California, United States of America,87.5,50.0,33.0305487,-115.3595666
Sydney, Nova Scotia, Canada,100.0,25.0,-33.8698439,151.2082848
Avellaneda, Santa Fe Province, Argentina,0.0,100.0,-34.6648394,-58.3628061
Largo, Florida, United States of America,75.0,75.0,27.9094665,-82.7873244
San Miguelito District, Panama Province, Panama,50.0,50.0,9.033,-79.5
Muncie, Indiana, United States of America,87.5,50.0,40.1936892,-85.3865271
Elmira, New York, United States of America,100.0,25.0,42.0897965,-76.8077338
Meru, Eastern Province, Kenya,75.0,25.0,-3.3253383000000003,36.90436132877197
Laurel, Mississippi, United States of America,87.5,50.0,37.1000973,-84.1148273
Penticton, British Columbia, Canada,56.25,12.5,49.5003268,-119.593249
Oban, Scotland, United Kingdom,100.0,0.0,56.415695,-5.4734688
Koscierzyna, Pomeranian Voivodeship, Poland,62.5,50.0,54.1210215,17.9781656
La Crosse, Wisconsin, United States of America,100.0,50.0,43.8122836,-91.2514355
Guadalupe, Nuevo Leon, Mexico,50.0,25.0,16.2528827,-61.5686855
Bildudalur, , Iceland,0.0,100.0,65.6859045,-23.5988643
St. Albert, Alberta, Canada,100.0,8.333333333,53.633239,-113.628845
Sungai Petani, Kedah, Malaysia,37.5,50.0,5.6435195,100.4869513
Itapetininga, Sao Paulo, Brazil,62.5,50.0,-23.588607,-48.048326
Franklin, Massachusetts, United States of America,87.5,12.5,33.2002659,-95.2231752
Sohar, Al Batinah North Governorate, Oman,75.0,66.66666667,22.9869363,79.99392674092613
Loja, Loja Province, Ecuador,100.0,75.0,-4.0528506,-79.8053425
Elizabethtown, Kentucky, United States of America,90.0,0.0,37.693952,-85.8591285
Ibarra, Imbabura Province, Ecuador,77.77777778,50.0,43.1316471,-2.0622574
Selah, Washington, United States of America,75.0,25.0,46.6540065,-120.530272
Lake Elsinore, California, United States of America,50.0,75.0,33.6680772,-117.3272615
Aliso Viejo, California, United States of America,100.0,75.0,33.5761376,-117.7258122
Melbourne, Florida, United States of America,80.0,39.28571429,-37.8142454,144.9631732
Pouso Alegre, Minas Gerais, Brazil,87.5,37.5,-22.2343858,-45.9327241
Paulista, Pernambuco, Brazil,75.0,25.0,-7.9340069,-34.868407
Muskegon, Michigan, United States of America,100.0,50.0,43.2484584,-86.129351
Safety Harbor, Florida, United States of America,100.0,75.0,27.9908529,-82.6931553
Burns Lake, British Columbia, Canada,100.0,50.0,54.230269,-125.7645032
Marshall, Missouri, United States of America,100.0,50.0,41.0324537,-89.2998456
Rolla, Missouri, United States of America,100.0,25.0,13.84850035,77.0985132806483
